date,email,type,amount,balance,category,details
2024-05-26,customer2@mail.com,credit,58.0,632.0,education,Williams-Stewart
2024-05-27,customer2@mail.com,credit,38.0,594.0,groceries,Flowers Ltd
2024-06-01,customer2@mail.com,credit,47.0,547.0,fuel,"Williams, Mcdowell and Kane"
2024-06-01,customer2@mail.com,credit,67.0,480.0,restaurants,Garrett-Hernandez
2024-06-01,customer2@mail.com,credit,30.0,450.0,household,"Tran, Patterson and Ortiz"
2024-06-01,customer2@mail.com,credit,3.0,447.0,public transport,Jones PLC
2024-06-01,customer2@mail.com,credit,21.0,426.0,mobile phone,Fleming-Casey
2024-06-03,customer2@mail.com,credit,67.0,359.0,children education,"Frye, Burns and Keller"
2024-06-05,customer2@mail.com,deposit,1500.0,1859.0,salary,Solar
2024-06-05,customer2@mail.com,credit,119.0,1740.0,insurance,"Pierce, Gonzalez and Johnson"
2024-06-05,customer2@mail.com,credit,13.0,1727.0,other,Anderson Group
2024-06-05,customer2@mail.com,credit,10.0,1717.0,culture,Soto-Lawson
2024-06-05,customer2@mail.com,credit,24.0,1693.0,medicine,Ramos-Sosa
2024-06-05,customer2@mail.com,credit,26.0,1667.0,culture,Stein Ltd
2024-06-06,customer2@mail.com,credit,42.0,1625.0,services,Guerrero-Williams
2024-06-06,customer2@mail.com,credit,62.0,1563.0,children education,Miller-Harrison
2024-06-06,customer2@mail.com,credit,16.0,1547.0,entertainment,"Tran, Wallace and Miller"
2024-06-06,customer2@mail.com,credit,26.0,1521.0,other,"Hendricks, Coleman and Arnold"
2024-06-06,customer2@mail.com,credit,40.0,1481.0,household,Rogers LLC
2024-06-07,customer2@mail.com,credit,34.0,1447.0,fuel,"Harvey, Scott and Clark"
2024-06-07,customer2@mail.com,credit,68.0,1379.0,children education,Parsons-Simmons
2024-06-07,customer2@mail.com,credit,18.0,1361.0,entertainment,Kramer Inc
2024-06-07,customer2@mail.com,credit,51.0,1310.0,household,"Ross, Pierce and Sanchez"
2024-06-07,customer2@mail.com,credit,48.0,1262.0,children education,"Bauer, Griffin and Norman"
2024-06-08,customer2@mail.com,credit,16.0,1246.0,entertainment,Holt LLC
2024-06-08,customer2@mail.com,credit,8.0,1238.0,entertainment,"Gill, Pace and Harvey"
2024-06-08,customer2@mail.com,credit,28.0,1210.0,medicine,Vaughn and Sons
2024-06-08,customer2@mail.com,credit,6.0,1204.0,entertainment,Porter LLC
2024-06-08,customer2@mail.com,credit,17.0,1187.0,internet & TV,Allen and Sons
2024-06-09,customer2@mail.com,credit,79.0,1108.0,restaurants,"Evans, Brown and Fischer"
2024-06-09,customer2@mail.com,credit,6.0,1102.0,entertainment,Barnes Inc
2024-06-09,customer2@mail.com,credit,45.0,1057.0,medicine,Fox-Ferrell
2024-06-09,customer2@mail.com,credit,12.0,1045.0,taxi,Hale PLC
2024-06-09,customer2@mail.com,credit,36.0,1009.0,mobile phone,"Jones, Reid and Berry"
2024-06-10,customer2@mail.com,credit,50.0,959.0,restaurants,Adams-Lee
2024-06-10,customer2@mail.com,credit,57.0,902.0,medicine,Rangel-Jones
2024-06-10,customer2@mail.com,credit,109.0,793.0,insurance,"Davenport, Soto and Stark"
2024-06-10,customer2@mail.com,credit,69.0,724.0,restaurants,Williams PLC
2024-06-10,customer2@mail.com,credit,61.0,663.0,groceries,"Potter, Mendoza and Sanchez"
2024-06-11,customer2@mail.com,credit,93.0,570.0,restaurants,Jacobs-Thompson
2024-06-11,customer2@mail.com,credit,19.0,551.0,culture,"Wilson, Martinez and Smith"
2024-06-11,customer2@mail.com,credit,3.0,548.0,public transport,"Jimenez, Christian and Patel"
2024-06-11,customer2@mail.com,credit,80.0,468.0,restaurants,Thompson Inc
2024-06-11,customer2@mail.com,credit,30.0,438.0,internet & TV,"Walker, Woods and Jordan"
2024-06-12,customer2@mail.com,credit,8.0,430.0,entertainment,"Kennedy, Montgomery and Cole"
2024-06-12,customer2@mail.com,credit,3.0,427.0,public transport,Williams LLC
2024-06-12,customer2@mail.com,credit,46.0,381.0,children education,Avery Group
2024-06-13,customer2@mail.com,credit,12.0,369.0,services,Howard-Lopez
2024-06-13,customer2@mail.com,credit,39.0,330.0,services,"Scott, Petersen and Russell"
2024-06-13,customer2@mail.com,credit,3.0,327.0,public transport,Davis-Garcia
2024-06-15,customer2@mail.com,credit,21.0,306.0,other,Garrett and Sons
2024-06-16,customer2@mail.com,credit,48.0,258.0,mobile phone,Wilson-Williams
2024-06-20,customer2@mail.com,deposit,2000.0,2258.0,salary,Solar
2024-06-20,customer2@mail.com,credit,550.0,1708.0,apartment rent,Renee Wong
2024-06-20,customer2@mail.com,credit,34.0,1674.0,internet & TV,"Bradley, Norris and Roberts"
2024-06-20,customer2@mail.com,credit,70.0,1604.0,insurance,"Frey, Jones and Craig"
2024-06-20,customer2@mail.com,credit,112.0,1492.0,insurance,Mcdaniel Ltd
2024-06-20,customer2@mail.com,credit,45.0,1447.0,groceries,"Small, Gonzalez and Williams"
2024-06-20,customer2@mail.com,credit,90.0,1357.0,insurance,Kirby-Reeves
2024-06-21,customer2@mail.com,credit,18.0,1339.0,fuel,Stevens-Parker
2024-06-21,customer2@mail.com,credit,39.0,1300.0,services,"Sanchez, Vance and Carpenter"
2024-06-21,customer2@mail.com,credit,170.0,1130.0,car maintenance,Hernandez Group
2024-06-21,customer2@mail.com,credit,70.0,1060.0,children education,"Contreras, Foster and Ortiz"
2024-06-21,customer2@mail.com,credit,43.0,1017.0,medicine,Brooks-Marquez
2024-06-22,customer2@mail.com,credit,41.0,976.0,mobile phone,"Klein, Sanchez and Krause"
2024-06-22,customer2@mail.com,credit,59.0,917.0,household,"Nichols, Hampton and Mcgee"
2024-06-22,customer2@mail.com,credit,44.0,873.0,services,"Flores, Tucker and Hudson"
2024-06-22,customer2@mail.com,credit,114.0,759.0,communal services,Cameron and Sons
2024-06-22,customer2@mail.com,credit,24.0,735.0,internet & TV,Garcia Inc
2024-06-23,customer2@mail.com,credit,11.0,724.0,taxi,Hall-Casey
2024-06-23,customer2@mail.com,credit,12.0,712.0,internet & TV,"Stephens, Garcia and Hamilton"
2024-06-23,customer2@mail.com,credit,17.0,695.0,mobile phone,Kelly-Holmes
2024-06-23,customer2@mail.com,credit,40.0,655.0,restaurants,Thomas LLC
2024-06-23,customer2@mail.com,credit,36.0,619.0,fuel,"Nichols, Mays and Levy"
2024-06-24,customer2@mail.com,credit,62.0,557.0,groceries,Lopez-Ritter
